"InteractionType","InteractionName","term","value","L1"
"Mutualism","Pollination","pollinat","Pollination","119183"
"Mutualism","Pollination","pollinat","Pollination","119260"
"Antagonistic","Predation","prey","Predation","119344"
"Antagonistic","Predation","prey","Predation","119376"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","119418"
"Mutualism","Pollination","pollinat","Pollination","119451"
"Mutualism","Pollination","pollinat","Pollination","119453"
"Antagonistic","Predation","prey","Predation","120265"
"Mutualism","Pollination","pollinat","Pollination","120328"
"Antagonistic","Predation","prey","Predation","120525"
"Antagonistic","Predation","prey","Predation","120770"
"Antagonistic","Predation","prey","Predation","121049"
"Antagonistic","Predation","prey","Predation","121062"
"Antagonistic","Predation","prey","Predation","121070"
"Mutualism","Pollination","pollinat","Pollination","121092"
"Mutualism","Pollination","pollinat","Pollination","121097"
"Mutualism","Pollination","pollinat","Pollination","121105"
"Mutualism","Pollination","pollinat","Pollination","121110"
"Mutualism","Pollination","pollinat","Pollination","121414"
"Mutualism","Pollination","pollinat","Pollination","121417"
"Mutualism","Pollination","pollinat","Pollination","121419"
"Mutualism","Pollination","pollinat","Pollination","121421"
"Mutualism","Pollination","pollinat","Pollination","121422"
"Mutualism","Pollination","pollinat","Pollination","121434"
"Antagonistic","Predation","prey","Predation","121913"
"Antagonistic","Predation","prey","Predation","121914"
"Antagonistic","Predation","prey","Predation","122006"
"Mutualism","Pollination","pollinat","Pollination","122083"
"Mutualism","Pollination","pollinat","Pollination","122246"
"Antagonistic","Predation","prey","Predation","122301"
"Mutualism","Pollination","pollinat","Pollination","122773"
"Antagonistic","Predation","prey","Predation","122828"
"Antagonistic","Predation","prey","Predation","122897"
"Mutualism","Pollination","pollinat","Pollination","122974"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","123376"
"Mutualism","Pollination","pollinat","Pollination","123426"
"Mutualism","Pollination","pollinat","Pollination","123455"
"Mutualism","Pollination","pollinat","Pollination","123598"
"Mutualism","Pollination","pollinat","Pollination","123600"
"Mutualism","Pollination","pollinat","Pollination","124246"
"Mutualism","Pollination","pollinat","Pollination","124247"
"Antagonistic","Predation","prey","Predation","124309"
"Antagonistic","Predation","prey","Predation","124535"
"Antagonistic","Predation","prey","Predation","124536"
"Antagonistic","Predation","prey","Predation","124557"
"Antagonistic","Predation","prey","Predation","124558"
"Mutualism","Pollination","pollinat","Pollination","124611"
"Mutualism","Pollination","pollinat","Pollination","124684"
"Mutualism","Pollination","pollinat","Pollination","124685"
"Mutualism","Pollination","pollinat","Pollination","124737"
"Mutualism","Pollination","pollinat","Pollination","124750"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","124859"
"Mutualism","Pollination","pollinat","Pollination","124891"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","124891"
"Mutualism","Pollination","pollinat","Pollination","124947"
"Mutualism","Pollination","pollinat","Pollination","125130"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","125201"
"Mutualism","Pollination","pollinat","Pollination","125749"
"Mutualism","Pollination","pollinat","Pollination","125760"
"Mutualism","Pollination","pollinat","Pollination","125765"
"Mutualism","Pollination","pollinat","Pollination","125768"
"Mutualism","Pollination","pollinat","Pollination","125771"
"Mutualism","Pollination","pollinat","Pollination","126003"
"Mutualism","Pollination","pollinat","Pollination","126004"
"Mutualism","Pollination","pollinat","Pollination","126038"
"Mutualism","Pollination","pollinat","Pollination","126082"
"Mutualism","Pollination","pollinat","Pollination","126130"
"Mutualism","Pollination","pollinat","Pollination","126153"
"Mutualism","Pollination","pollinat","Pollination","126154"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126813"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126844"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126849"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126852"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126893"
"Antagonistic","Predation","prey","Predation","126893"
"Antagonistic","Predation","prey","Predation","126894"
"Antagonistic","Predation","prey","Predation","126896"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126903"
"Antagonistic","Predation","prey","Predation","126903"
"Antagonistic","Predation","prey","Predation","126904"
"Antagonistic","Predation","prey","Predation","126906"
"Antagonistic","Predation","prey","Predation","126909"
"Antagonistic","Predation","prey","Predation","126915"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126916"
"Antagonistic","Predation","prey","Predation","126916"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126917"
"Antagonistic","Predation","prey","Predation","126917"
"Antagonistic","Predation","prey","Predation","126920"
"Antagonistic","Predation","prey","Predation","126921"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126922"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126923"
"Antagonistic","Predation","prey","Predation","126923"
"Antagonistic","Predation","prey","Predation","126924"
"Antagonistic","Predation","prey","Predation","126925"
"Antagonistic","Predation","prey","Predation","126926"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126927"
"Antagonistic","Predation","prey","Predation","126927"
"Antagonistic","Predation","prey","Predation","126929"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126930"
"Antagonistic","Predation","prey","Predation","126930"
"Antagonistic","Predation","prey","Predation","126934"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126935"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126936"
"Mutualism","Pollination","pollinat","Pollination","126937"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126938"
"Mutualism","Pollination","pollinat","Pollination","126942"
"Antagonistic","Predation","prey","Predation","126943"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126946"
"Antagonistic","Predation","prey","Predation","126946"
"Antagonistic","Predation","prey","Predation","126947"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126948"
"Antagonistic","Predation","prey","Predation","126948"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126949"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126950"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126952"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126953"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126954"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126959"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126960"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126961"
"Antagonistic","Predation","prey","Predation","126961"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126962"
"Antagonistic","Predation","prey","Predation","126962"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126963"
"Antagonistic","Predation","prey","Predation","126963"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126964"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126965"
"Antagonistic","Predation","prey","Predation","126965"
"Antagonistic","Predation","prey","Predation","126966"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126967"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126970"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126971"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126972"
"Mutualism","Pollination","pollinat","Pollination","126973"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126974"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126975"
"Mutualism","Pollination","pollinat","Pollination","126976"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126981"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126982"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126987"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126988"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126989"
"Antagonistic","Predation","prey","Predation","126989"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126990"
"Antagonistic","Predation","prey","Predation","126990"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126991"
"Antagonistic","Predation","prey","Predation","126991"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126992"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126993"
"Antagonistic","Predation","prey","Predation","126993"
"Antagonistic","Predation","prey","Predation","126994"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126995"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","126999"
"Antagonistic","Predation","prey","Predation","126999"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127000"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127001"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127002"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127003"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127004"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127005"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127007"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127008"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127009"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127011"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127013"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127014"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127022"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127025"
"Antagonistic","Predation","prey","Predation","127026"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127027"
"Antagonistic","Predation","prey","Predation","127028"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127029"
"Antagonistic","Predation","prey","Predation","127029"
"Antagonistic","Predation","prey","Predation","127031"
"Antagonistic","Predation","prey","Predation","127032"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127033"
"Antagonistic","Predation","prey","Predation","127034"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127035"
"Antagonistic","Predation","prey","Predation","127037"
"Antagonistic","Predation","prey","Predation","127039"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127042"
"Antagonistic","Predation","prey","Predation","127042"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127044"
"Antagonistic","Predation","prey","Predation","127044"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127046"
"Antagonistic","Predation","prey","Predation","127047"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127048"
"Antagonistic","Predation","prey","Predation","127048"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127055"
"Mutualism","Pollination","pollinat","Pollination","127056"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127057"
"Mutualism","Pollination","pollinat","Pollination","127058"
"Antagonistic","Predation","prey","Predation","127132"
"Antagonistic","Predation","prey","Predation","127170"
"Antagonistic","Predation","prey","Predation","127227"
"Mutualism","Pollination","pollinat","Pollination","127234"
"Mutualism","Pollination","pollinat","Pollination","127235"
"Mutualism","Pollination","pollinat","Pollination","127342"
"Mutualism","Pollination","pollinat","Pollination","127422"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127441"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","127492"
"Antagonistic","Predation","prey","Predation","127632"
"Antagonistic","Predation","prey","Predation","127636"
"Antagonistic","Predation","prey","Predation","127638"
"Antagonistic","Predation","prey","Predation","127640"
"Mutualism","Pollination","pollinat","Pollination","127645"
"Mutualism","Pollination","pollinat","Pollination","127648"
"Mutualism","Pollination","pollinat","Pollination","127651"
"Mutualism","Pollination","pollinat","Pollination","127720"
"Mutualism","Pollination","pollinat","Pollination","127723"
"Mutualism","Pollination","pollinat","Pollination","127735"
"Mutualism","Pollination","pollinat","Pollination","128133"
"Mutualism","Pollination","pollinat","Pollination","128155"
"Mutualism","Pollination","pollinat","Pollination","128156"
"Mutualism","Pollination","pollinat","Pollination","128159"
"Mutualism","Pollination","pollinat","Pollination","128173"
"Antagonistic","Predation","prey","Predation","128255"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","128256"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","128257"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","128329"
"Antagonistic","Predation","prey","Predation","128409"
"Antagonistic","Predation","prey","Predation","128420"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","128607"
"Mutualism","Pollination","pollinat","Pollination","128635"
"Mutualism","Pollination","pollinat","Pollination","128662"
"Mutualism","Pollination","pollinat","Pollination","128663"
"Mutualism","Pollination","pollinat","Pollination","128678"
"Mutualism","Pollination","pollinat","Pollination","128679"
"Mutualism","Pollination","pollinat","Pollination","128683"
"Mutualism","Pollination","pollinat","Pollination","128684"
"Mutualism","Pollination","pollinat","Pollination","128695"
"Mutualism","Pollination","pollinat","Pollination","128696"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","128697"
"Mutualism","Pollination","pollinat","Pollination","128702"
"Mutualism","Pollination","pollinat","Pollination","128703"
"Mutualism","Pollination","pollinat","Pollination","128704"
"Mutualism","Pollination","pollinat","Pollination","128707"
"Mutualism","Pollination","pollinat","Pollination","128710"
"Mutualism","Pollination","pollinat","Pollination","128711"
"Mutualism","Pollination","pollinat","Pollination","128717"
"Mutualism","Pollination","pollinat","Pollination","128718"
"Mutualism","Pollination","pollinat","Pollination","128719"
"Mutualism","Pollination","pollinat","Pollination","128721"
"Mutualism","Pollination","pollinat","Pollination","128733"
"Mutualism","Pollination","pollinat","Pollination","128734"
"Mutualism","Pollination","pollinat","Pollination","128736"
"Mutualism","Pollination","pollinat","Pollination","128752"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","128758"
"Mutualism","Pollination","pollinat","Pollination","128760"
"Mutualism","Pollination","pollinat","Pollination","128762"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","128769"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","128774"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","128780"
"Mutualism","Pollination","pollinat","Pollination","128797"
"Mutualism","Pollination","pollinat","Pollination","128798"
"Mutualism","Pollination","pollinat","Pollination","128805"
"Mutualism","Pollination","pollinat","Pollination","128806"
"Mutualism","Pollination","pollinat","Pollination","128807"
"Mutualism","Pollination","pollinat","Pollination","128812"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","128820"
"Mutualism","Pollination","pollinat","Pollination","128827"
"Mutualism","Pollination","pollinat","Pollination","128828"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","128838"
"Mutualism","Pollination","pollinat","Pollination","128843"
"Mutualism","Pollination","pollinat","Pollination","128847"
"Mutualism","Pollination","pollinat","Pollination","128851"
"Mutualism","Pollination","pollinat","Pollination","128858"
"Mutualism","Pollination","pollinat","Pollination","128871"
"Mutualism","Pollination","pollinat","Pollination","128876"
"Mutualism","Pollination","pollinat","Pollination","128877"
"Mutualism","Pollination","pollinat","Pollination","128889"
"Mutualism","Pollination","pollinat","Pollination","128891"
"Mutualism","Pollination","pollinat","Pollination","128894"
"Mutualism","Pollination","pollinat","Pollination","128896"
"Mutualism","Pollination","pollinat","Pollination","128897"
"Mutualism","Pollination","pollinat","Pollination","128900"
"Mutualism","Pollination","pollinat","Pollination","128901"
"Mutualism","Pollination","pollinat","Pollination","128906"
"Mutualism","Pollination","pollinat","Pollination","128910"
"Mutualism","Pollination","pollinat","Pollination","128912"
"Mutualism","Pollination","pollinat","Pollination","128914"
"Mutualism","Pollination","pollinat","Pollination","128915"
"Mutualism","Pollination","pollinat","Pollination","128923"
"Mutualism","Pollination","pollinat","Pollination","128924"
"Mutualism","Pollination","pollinat","Pollination","128925"
"Mutualism","Pollination","pollinat","Pollination","128932"
"Mutualism","Pollination","pollinat","Pollination","128942"
"Mutualism","Pollination","pollinat","Pollination","128960"
"Mutualism","Pollination","pollinat","Pollination","128968"
"Mutualism","Pollination","pollinat","Pollination","128974"
"Mutualism","Pollination","pollinat","Pollination","128991"
"Mutualism","Pollination","pollinat","Pollination","128992"
"Mutualism","Pollination","pollinat","Pollination","129002"
"Mutualism","Pollination","pollinat","Pollination","129024"
"Mutualism","Pollination","pollinat","Pollination","129028"
"Mutualism","Pollination","pollinat","Pollination","129046"
"Mutualism","Pollination","pollinat","Pollination","129048"
"Mutualism","Pollination","pollinat","Pollination","129180"
"Mutualism","Pollination","pollinat","Pollination","129181"
"Mutualism","Pollination","pollinat","Pollination","129182"
"Mutualism","Pollination","pollinat","Pollination","129216"
"Mutualism","Pollination","pollinat","Pollination","129714"
"Mutualism","Pollination","pollinat","Pollination","129715"
"Mutualism","Pollination","pollinat","Pollination","129716"
"Mutualism","Pollination","pollinat","Pollination","129722"
"Mutualism","Pollination","pollinat","Pollination","129725"
"Mutualism","Pollination","pollinat","Pollination","129726"
"Mutualism","Pollination","pollinat","Pollination","129727"
"Mutualism","Pollination","pollinat","Pollination","129729"
"Mutualism","Pollination","pollinat","Pollination","129730"
"Mutualism","Pollination","pollinat","Pollination","129734"
"Mutualism","Pollination","pollinat","Pollination","129757"
"Mutualism","Pollination","pollinat","Pollination","129762"
"Mutualism","Pollination","pollinat","Pollination","129766"
"Mutualism","Pollination","pollinat","Pollination","129782"
"Mutualism","Pollination","pollinat","Pollination","129798"
"Mutualism","Pollination","pollinat","Pollination","129904"
"Mutualism","Pollination","pollinat","Pollination","129906"
"Antagonistic","Predation","prey","Predation","129912"
"Antagonistic","Predation","prey","Predation","129988"
"Antagonistic","Predation","prey","Predation","130018"
"Antagonistic","Predation","prey","Predation","130024"
"Antagonistic","Predation","prey","Predation","130025"
"Antagonistic","Predation","prey","Predation","130053"
"Antagonistic","Predation","prey","Predation","130310"
"Antagonistic","Predation","prey","Predation","130312"
"Antagonistic","Predation","prey","Predation","130328"
"Antagonistic","Predation","prey","Predation","130329"
"Mutualism","Pollination","pollinat","Pollination","130339"
"Mutualism","Pollination","pollinat","Pollination","130341"
"Mutualism","Pollination","pollinat","Pollination","130347"
"Antagonistic","Predation","prey","Predation","130471"
"Antagonistic","Predation","prey","Predation","130473"
"Antagonistic","Predation","prey","Predation","130475"
"Mutualism","Pollination","pollinat","Pollination","130506"
"Antagonistic","Predation","prey","Predation","130534"
"Antagonistic","Predation","prey","Predation","133115"
"Antagonistic","Predation","prey","Predation","133420"
"Antagonistic","Predation","prey","Predation","133421"
"Mutualism","Pollination","pollinat","Pollination","133437"
"Mutualism","Pollination","pollinat","Pollination","133438"
"Mutualism","Pollination","pollinat","Pollination","133439"
"Antagonistic","Predation","prey","Predation","133555"
"Mutualism","Pollination","pollinat","Pollination","133935"
"Mutualism","Pollination","pollinat","Pollination","133965"
"Mutualism","Pollination","pollinat","Pollination","133984"
"Mutualism","Pollination","pollinat","Pollination","133987"
"Mutualism","Pollination","pollinat","Pollination","134052"
"Mutualism","Pollination","pollinat","Pollination","134101"
"Mutualism","Pollination","pollinat","Pollination","134102"
"Mutualism","Pollination","pollinat","Pollination","134106"
"Mutualism","Pollination","pollinat","Pollination","134107"
"Mutualism","Pollination","pollinat","Pollination","134108"
"Mutualism","Pollination","pollinat","Pollination","134109"
"Mutualism","Pollination","pollinat","Pollination","134114"
"Mutualism","Pollination","pollinat","Pollination","134224"
"Mutualism","Pollination","pollinat","Pollination","134225"
"Mutualism","Pollination","pollinat","Pollination","134247"
"Mutualism","Pollination","pollinat","Pollination","134266"
"Mutualism","Pollination","pollinat","Pollination","134284"
"Mutualism","Pollination","pollinat","Pollination","134285"
"Mutualism","Pollination","pollinat","Pollination","134286"
"Mutualism","Pollination","pollinat","Pollination","134287"
"Mutualism","Pollination","pollinat","Pollination","134288"
"Mutualism","Pollination","pollinat","Pollination","134289"
"Mutualism","Pollination","pollinat","Pollination","134290"
"Mutualism","Pollination","pollinat","Pollination","134291"
"Mutualism","Pollination","pollinat","Pollination","134292"
"Mutualism","Pollination","pollinat","Pollination","134293"
"Mutualism","Pollination","pollinat","Pollination","134294"
"Mutualism","Pollination","pollinat","Pollination","134370"
"Mutualism","Pollination","pollinat","Pollination","134391"
"Mutualism","Pollination","pollinat","Pollination","134405"
"Mutualism","Pollination","pollinat","Pollination","134419"
"Mutualism","Pollination","pollinat","Pollination","134431"
"Mutualism","Pollination","pollinat","Pollination","134446"
"Mutualism","Pollination","pollinat","Pollination","134478"
"Mutualism","Pollination","pollinat","Pollination","134513"
"Mutualism","Pollination","pollinat","Pollination","134543"
"Mutualism","Pollination","pollinat","Pollination","134562"
"Mutualism","Pollination","pollinat","Pollination","134574"
"Mutualism","Pollination","pollinat","Pollination","134586"
"Mutualism","Pollination","pollinat","Pollination","134603"
"Mutualism","Pollination","pollinat","Pollination","134604"
"Mutualism","Pollination","pollinat","Pollination","134726"
"Mutualism","Pollination","pollinat","Pollination","134774"
"Mutualism","Pollination","pollinat","Pollination","134829"
"Mutualism","Pollination","pollinat","Pollination","134842"
"Mutualism","Pollination","pollinat","Pollination","135342"
"Mutualism","Pollination","pollinat","Pollination","135476"
"Mutualism","Pollination","pollinat","Pollination","135503"
"Mutualism","Pollination","pollinat","Pollination","135555"
"Antagonistic","Predation","prey","Predation","135591"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","135863"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","135899"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","135901"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","135904"
